0.4204,0.913303,0.508714
0.5852,0.939335,0.421836
0.6788,0.570034,0.783689
0.2895,0.055960,0.188220
0.6467,0.305554,0.986281
0.7585,0.433134,0.209693
0.4682,0.584471,0.686916
0.9785,0.843259,0.228647
0.5964,0.322736,0.987939
0.5540,0.366350,0.154790
0.6974,0.840102,0.830218
0.2847,0.933070,0.628543
0.9323,0.003046,0.699023
0.6791,0.941504,0.775393
0.6319,0.392365,0.884592
0.0993,0.816688,0.313209
0.3403,0.112833,0.031271
0.1758,0.126474,0.541024
0.2576,0.013001,0.851914
0.9913,0.948222,0.502273
0.3541,0.436810,0.524603
0.6337,0.883152,0.693106
0.7548,0.861940,0.238317
0.9333,0.441766,0.467841
0.3095,0.695278,0.398546
0.7107,0.964152,0.156176
0.0430,0.120469,0.158875
0.8822,0.870421,0.790313
0.6392,0.995076,0.340874
0.5126,0.456586,0.494937
0.2305,0.689699,0.444028
0.3591,0.582281,0.982945
0.3221,0.696234,0.421177
0.0242,0.497778,0.173565
0.5336,0.837099,0.658564
0.1786,0.641125,0.072908
0.2503,0.760816,0.218268
0.9240,0.409645,0.340727
0.0903,0.329564,0.457964
0.3752,0.947661,0.080153
0.8459,0.697895,0.370948
0.5676,0.699823,0.637063
0.7918,0.456378,0.050132
0.4866,0.412186,0.316387
0.1821,0.918746,0.087451
0.6682,0.459624,0.008289
0.0221,0.398255,0.433236
0.6556,0.309167,0.782348
0.2753,0.085004,0.534126
0.6466,0.720067,0.401698
0.1378,0.641769,0.570466
0.1859,0.817518,0.557546
0.5108,0.182033,0.750788
0.1491,0.216684,0.197243
0.6659,0.824149,0.068194
0.5861,0.842077,0.315783
0.0560,0.515462,0.453886
0.9515,0.235829,0.009108
0.8354,0.100661,0.523997
0.6439,0.756517,0.567254
0.2629,0.585727,0.572711
0.6841,0.666876,0.873040
0.2135,0.868091,0.573437
0.9697,0.248961,0.393243
0.8280,0.653682,0.852617
0.1751,0.149483,0.172744
0.5076,0.467419,0.338497
0.1735,0.345896,0.129963
0.2122,0.672128,0.593508
0.7212,0.130513,0.214830
0.3644,0.058516,0.373356
0.7692,0.633478,0.591405
0.9081,0.699106,0.056160
0.9471,0.375475,0.970370
0.8316,0.465303,0.504480
0.7448,0.143659,0.342881
0.5174,0.310772,0.966578
0.6161,0.573376,0.540799
0.2471,0.853724,0.325759
0.3994,0.132092,0.955584
0.6880,0.742071,0.539271
0.9441,0.740173,0.915696
0.9003,0.733053,0.154175
0.7386,0.319851,0.993298
0.9107,0.656305,0.791863
0.8047,0.376087,0.065517
0.6334,0.056429,0.816681
0.6515,0.313253,0.481026
0.9738,0.829328,0.949068
0.9099,0.236607,0.126820
0.8603,0.034603,0.725178
0.5396,0.364881,0.370737
0.9599,0.067079,0.066788
0.6933,0.428588,0.492609
0.0282,0.132279,0.034410
0.5293,0.580051,0.616304
0.3129,0.416690,0.919131
0.7896,0.252038,0.788351
0.5298,0.158791,0.034874
0.8882,0.598691,0.782074
0.5172,0.945922,0.661913
0.3377,0.890298,0.858676
0.3155,0.543726,0.599578
0.5534,0.066605,0.894093
0.0066,0.793975,0.119434
0.8093,0.985777,0.274165
0.4366,0.192336,0.375786
0.1628,0.981579,0.406654
0.1962,0.041210,0.244536
0.5579,0.838785,0.680316
0.1735,0.621688,0.325431
0.5464,0.014313,0.248813
0.4755,0.455200,0.661379
0.7043,0.355432,0.052209
0.8143,0.228127,0.821221
0.2391,0.965269,0.911447
0.1915,0.550532,0.614351
0.5346,0.539038,0.743944
0.4817,0.705642,0.476160
0.6449,0.616173,0.801697
0.4381,0.541293,0.268968
0.7975,0.539494,0.046615
0.0261,0.095318,0.867617
0.7303,0.825265,0.683386
0.6515,0.628896,0.398833
0.6866,0.192676,0.669739
0.0446,0.911340,0.860113
0.3273,0.638296,0.690884
0.9871,0.804610,0.521988
0.7301,0.845316,0.013057
0.8280,0.114897,0.597149
0.8847,0.468954,0.644267
0.9198,0.119859,0.013939
0.7269,0.251811,0.426364
0.4786,0.223052,0.547680
0.7918,0.520405,0.369590
0.4370,0.643656,0.058008
0.4987,0.613303,0.201461
0.1749,0.103274,0.043382
0.9390,0.519276,0.953184
0.0364,0.661064,0.723853
0.7206,0.999678,0.822517
0.7640,0.982271,0.238404
0.6286,0.244800,0.635964
0.6754,0.063938,0.653723
0.2399,0.149836,0.545102
0.2441,0.926758,0.602060
0.5373,0.577507,0.420638
0.2506,0.727551,0.221082
0.8195,0.788158,0.091642
0.2476,0.153716,0.429441
0.3788,0.528808,0.708342
0.8499,0.888565,0.161220
0.9371,0.499813,0.679381
0.8006,0.411113,0.157983
0.3742,0.064953,0.794504
0.5718,0.236565,0.009132
0.5562,0.837795,0.149656
0.1743,0.774455,0.145001
0.2298,0.895361,0.643716
0.5268,0.606912,0.700478
0.6465,0.201756,0.684108
0.7019,0.920592,0.654853
0.4821,0.376446,0.349653
0.4130,0.386344,0.886745
0.7303,0.804115,0.456383
0.4514,0.512501,0.490035
0.9087,0.810070,0.527268
0.8558,0.505987,0.699539
0.5033,0.419624,0.709355
0.4294,0.690590,0.216167
0.0344,0.054728,0.176326
0.7883,0.367483,0.914044
0.7345,0.185499,0.234474
0.0047,0.989672,0.817851
0.0155,0.670775,0.932479
0.7491,0.580963,0.160995
0.9524,0.637737,0.587174
0.8486,0.323214,0.844178
0.5377,0.588291,0.164827
0.3252,0.590861,0.991498
0.9430,0.603602,0.109878
0.0594,0.078953,0.598078
0.3813,0.045939,0.496211
0.1302,0.765507,0.962504
0.0373,0.517514,0.940014
0.5749,0.932978,0.887330
0.1601,0.566450,0.754943
0.5494,0.681653,0.307902
0.8792,0.161411,0.880935
0.5977,0.944275,0.365275
0.5612,0.521484,0.787636
0.7562,0.669888,0.063406
0.3796,0.261108,0.328881
0.2780,0.475570,0.570066
0.1600,0.631253,0.709610
0.7950,0.507076,0.262955
0.9953,0.560825,0.585178
0.8015,0.491350,0.341425
0.0829,0.758828,0.156185
0.3930,0.654675,0.026638
0.3603,0.391843,0.589308
0.4121,0.769303,0.868034
0.8568,0.604127,0.738874
0.2838,0.044553,0.632344
0.0119,0.535779,0.286945
0.4256,0.574757,0.555064
0.4395,0.548598,0.670539
0.5434,0.767536,0.500513
0.8489,0.915306,0.240218
0.3103,0.249872,0.970576
0.2829,0.239871,0.671227
0.0894,0.746279,0.475651
0.9271,0.470977,0.556537
0.1300,0.227698,0.215540
0.5866,0.985457,0.142770
0.8854,0.329681,0.177159
0.4461,0.404904,0.879563
0.3056,0.579860,0.672234
0.5443,0.260520,0.446308
0.4973,0.595065,0.212502
0.8569,0.093616,0.126913
0.1150,0.366070,0.445676
0.5494,0.736867,0.926588
0.9676,0.128937,0.760176
0.5251,0.798500,0.423014
0.1573,0.621107,0.567411
0.8995,0.712736,0.286997
0.2938,0.660370,0.569830
0.5129,0.138814,0.046275
0.5226,0.267576,0.158192
0.2902,0.711102,0.404308
0.0237,0.760359,0.356775
0.4655,0.470232,0.663277
0.9818,0.172811,0.324205
0.2466,0.446503,0.634504
0.8445,0.806185,0.379224
0.6327,0.387247,0.328562
0.8523,0.207999,0.097196
0.4831,0.382357,0.381592
0.5032,0.230490,0.797313
0.4927,0.223415,0.705300
0.6753,0.354043,0.538066
0.3081,0.166666,0.629032
0.2673,0.767270,0.256946
0.7454,0.023435,0.868283
0.9966,0.070880,0.965373
0.7402,0.549373,0.038810
0.4452,0.970502,0.527214
0.3940,0.047623,0.063781
0.3130,0.440292,0.921294
0.4788,0.768259,0.901490
0.6896,0.589059,0.481161
0.7552,0.397879,0.873376
0.1250,0.746234,0.654889
0.9428,0.476330,0.074567
0.1353,0.916955,0.577519
0.0060,0.995010,0.582771
0.0365,0.417814,0.826864
0.2522,0.744749,0.018013
0.8243,0.298796,0.068095
0.0172,0.635509,0.524261
0.3181,0.773976,0.621466
0.9756,0.683559,0.309727
0.6264,0.229078,0.035637
0.0978,0.265755,0.977134
0.5582,0.618280,0.114218
0.2705,0.693660,0.748221
0.0556,0.470946,0.123591
0.3834,0.770948,0.202890
0.7499,0.675732,0.178903
0.7154,0.997257,0.140031
0.7847,0.543642,0.712504
0.2202,0.213203,0.422407
0.6083,0.026468,0.930033
0.4625,0.890356,0.094668
0.4385,0.263455,0.077910
0.3841,0.983368,0.964434
0.0086,0.338602,0.174759
0.5478,0.614983,0.597448
0.3854,0.038373,0.519844
0.6999,0.925305,0.883501
0.4987,0.605234,0.331965
0.6055,0.869383,0.696291
0.9433,0.863810,0.001687
0.2695,0.367108,0.975191
0.1384,0.927068,0.716815
0.7303,0.461352,0.946607
0.3105,0.424378,0.201422
0.7336,0.948154,0.805194
0.5144,0.976745,0.807351
