0.4412,0.7760,0.5341,0.2244,0.1094,0.3500
0.6339,0.6049,0.3719,0.1754,0.8921,0.7279
0.0338,0.2342,0.2165,0.8015,0.0692,0.2448
0.6760,0.2001,0.1037,0.5293,0.3596,0.8026
0.5232,0.8954,0.4268,0.1886,0.0301,0.3459
0.9779,0.8118,0.2439,0.1415,0.8754,0.5062
0.2282,0.7452,0.0135,0.1709,0.8063,0.4230
0.3969,0.2532,0.5274,0.0404,0.6861,0.8973
0.7161,0.5307,0.0990,0.9410,0.1280,0.4820
0.3015,0.4675,0.6497,0.5645,0.7075,0.4707
0.1263,0.2231,0.1210,0.7883,0.1890,0.0716
0.9286,0.7770,0.4358,0.9227,0.7006,0.2186
0.2612,0.1824,0.3917,0.6810,0.3842,0.2519
0.2091,0.1454,0.5553,0.8768,0.7099,0.0168
0.7148,0.3534,0.5273,0.6253,0.9204,0.3459
0.4331,0.7531,0.8823,0.7160,0.7852,0.9364
0.4805,0.4794,0.4304,0.6528,0.0617,0.0518
0.3014,0.3963,0.5110,0.8365,0.7662,0.9454
0.8916,0.3664,0.8410,0.0367,0.2592,0.7085
0.8004,0.7212,0.9104,0.2828,0.8169,0.1486
0.1220,0.9290,0.5283,0.8467,0.2216,0.3522
0.4834,0.0595,0.9563,0.3915,0.4912,0.2083
0.6424,0.8584,0.7356,0.9712,0.0453,0.7203
0.8617,0.2142,0.0178,0.9071,0.0844,0.9466
0.8730,0.1849,0.6596,0.6484,0.9498,0.7305
0.6177,0.7017,0.4722,0.0807,0.3814,0.9868
0.5791,0.6202,0.9009,0.5550,0.3736,0.6314
0.9720,0.4458,0.1932,0.6603,0.4534,0.8925
0.6905,0.9494,0.5556,0.8436,0.1831,0.8761
0.6839,0.3983,0.7002,0.7878,0.7483,0.3917
0.5792,0.1405,0.0655,0.4592,0.5373,0.9889
0.3742,0.4998,0.2091,0.9649,0.3001,0.0578
0.3939,0.5640,0.6638,0.8878,0.0695,0.7803
0.8908,0.0029,0.8638,0.8818,0.9101,0.8773
0.0099,0.0493,0.2530,0.4237,0.5944,0.5657
0.8352,0.4471,0.6300,0.2106,0.7256,0.7772
0.9768,0.0611,0.1078,0.0661,0.2812,0.9097
0.1192,0.5730,0.5293,0.0586,0.8613,0.9421
0.3266,0.2101,0.4429,0.7515,0.6489,0.4950
0.3363,0.3497,0.1378,0.2858,0.6146,0.2307
0.7084,0.3841,0.2735,0.5643,0.7813,0.7949
0.5244,0.9933,0.5106,0.5609,0.1032,0.8675
0.6281,0.6365,0.1214,0.5602,0.5602,0.0799
0.9868,0.9782,0.6968,0.8176,0.4592,0.7415
0.1061,0.4324,0.0602,0.6115,0.7207,0.1116
0.0295,0.5004,0.8121,0.9458,0.4030,0.5774
0.2740,0.1386,0.2686,0.7140,0.3606,0.5853
0.3471,0.4272,0.7833,0.1417,0.0339,0.0895
0.7252,0.3994,0.1941,0.4479,0.5590,0.2465
0.5304,0.4832,0.0483,0.3841,0.7575,0.1957
0.8912,0.7763,0.4636,0.4867,0.9189,0.9791
0.9149,0.1257,0.6488,0.4848,0.9901,0.8737
0.1600,0.2313,0.5888,0.5628,0.4409,0.0521
0.5418,0.8426,0.7925,0.9553,0.9370,0.5524
0.3336,0.8427,0.0350,0.2031,0.5656,0.9019
0.1165,0.3865,0.1021,0.6388,0.9603,0.4219
0.7080,0.2358,0.7974,0.6152,0.0916,0.8965
0.7100,0.1399,0.3827,0.7291,0.0450,0.6962
0.2869,0.2087,0.9434,0.0707,0.4903,0.4050
0.7235,0.7204,0.9228,0.3781,0.5860,0.6067
0.6198,0.4040,0.7843,0.3285,0.1672,0.2205
0.3966,0.8705,0.4061,0.0061,0.6344,0.1165
0.2184,0.5810,0.9414,0.4121,0.4080,0.0304
0.5912,0.4620,0.8191,0.0622,0.9599,0.5878
0.6190,0.5776,0.2174,0.4438,0.1967,0.5418
0.8637,0.3855,0.4941,0.6090,0.3367,0.4654
0.4744,0.7365,0.8974,0.9268,0.8798,0.2064
0.3602,0.7301,0.9177,0.3125,0.1854,0.0629
0.3098,0.4542,0.4275,0.4338,0.0723,0.2845
0.9904,0.1664,0.1396,0.6043,0.3666,0.1589
0.7002,0.6437,0.9489,0.9478,0.1072,0.7899
0.6657,0.1688,0.0059,0.9813,0.9292,0.2875
0.3136,0.3657,0.4374,0.4237,0.9120,0.9410
0.1812,0.3872,0.6933,0.9782,0.2388,0.2944
0.8503,0.1587,0.6452,0.5826,0.2774,0.2224
0.1221,0.0058,0.2971,0.7067,0.8627,0.6735
0.0409,0.5006,0.0702,0.9556,0.7670,0.0996
0.3549,0.8850,0.1047,0.9290,0.4822,0.7530
0.1086,0.3866,0.3185,0.5273,0.0432,0.6210
0.8384,0.5760,0.6674,0.1430,0.6336,0.4208
0.4108,0.3307,0.2789,0.5521,0.4368,0.4527
0.5234,0.6637,0.3414,0.1221,0.1301,0.2364
0.2991,0.0381,0.7476,0.3581,0.2054,0.4621
0.2486,0.8304,0.6117,0.0803,0.2198,0.8416
0.1169,0.1691,0.7522,0.8933,0.2065,0.6245
0.8565,0.8665,0.9392,0.5550,0.5153,0.2206
0.4888,0.6908,0.1688,0.2560,0.5498,0.2998
0.2581,0.5572,0.5612,0.9932,0.7134,0.2885
0.2911,0.7436,0.4867,0.3817,0.0103,0.1201
0.8862,0.9276,0.2066,0.7243,0.4138,0.6527
0.0405,0.1562,0.3196,0.3457,0.2499,0.9321
0.5759,0.5067,0.6996,0.0385,0.6049,0.5672
0.8498,0.3579,0.9826,0.2622,0.9769,0.3601
0.9285,0.0130,0.6898,0.5764,0.4739,0.5141
0.7387,0.4957,0.5451,0.7100,0.3054,0.2078
0.5142,0.6001,0.7097,0.3695,0.4535,0.4912
0.7162,0.9029,0.9620,0.3330,0.3666,0.1260
0.2433,0.0994,0.9571,0.0120,0.8080,0.2193
0.8391,0.4906,0.9096,0.6171,0.8515,0.0359
0.9005,0.3982,0.4832,0.8395,0.3478,0.3843
0.4164,0.7415,0.3941,0.2980,0.2857,0.9086
0.7416,0.5923,0.5152,0.4545,0.2257,0.6182
0.2015,0.6821,0.3059,0.6204,0.7678,0.9181
0.9681,0.2659,0.5550,0.3030,0.5210,0.9889
0.1528,0.6469,0.9187,0.8585,0.9909,0.9743
0.2504,0.3412,0.6569,0.2981,0.3282,0.6750
0.9352,0.7457,0.5461,0.5900,0.9613,0.7614
0.8566,0.0978,0.5045,0.6994,0.2213,0.9031
0.2504,0.8083,0.3250,0.2801,0.5134,0.7225
0.7337,0.4152,0.8393,0.1769,0.5355,0.3753
0.6148,0.9675,0.4510,0.1378,0.1474,0.1462
0.6213,0.5725,0.1719,0.4631,0.9022,0.8686
0.3428,0.7953,0.4924,0.7320,0.9655,0.3256
0.2845,0.9612,0.6605,0.1710,0.4635,0.7708
0.3241,0.7801,0.5230,0.6398,0.7646,0.8604
0.9022,0.7854,0.3712,0.0355,0.5170,0.9287
0.2774,0.5081,0.0719,0.4644,0.2716,0.5032
0.1328,0.9907,0.4104,0.0738,0.7652,0.3970
0.1858,0.6460,0.3910,0.2257,0.0631,0.6717
0.9677,0.5917,0.2707,0.1915,0.6891,0.3653
0.4067,0.8475,0.0424,0.1647,0.4436,0.5233
0.1926,0.3450,0.7614,0.8157,0.4271,0.8175
0.2404,0.3079,0.5659,0.1697,0.6343,0.2379
0.5072,0.5311,0.2531,0.7220,0.7488,0.9433
0.2086,0.0650,0.7154,0.6791,0.9369,0.6911
0.5257,0.0664,0.4879,0.4826,0.9422,0.6354
0.2991,0.4963,0.7231,0.4134,0.8528,0.6293
0.0931,0.7381,0.2677,0.2055,0.7168,0.4945
0.5503,0.6892,0.0680,0.2040,0.7095,0.8566
0.4133,0.0280,0.8002,0.3698,0.8175,0.5789
0.7913,0.9892,0.3682,0.7077,0.0334,0.4083
0.1713,0.1975,0.3809,0.1615,0.9231,0.9182
0.3094,0.6907,0.8160,0.3536,0.8796,0.6936
0.9329,0.4698,0.9803,0.5065,0.1519,0.0864
0.9362,0.2196,0.2307,0.7656,0.3483,0.6902
0.4983,0.4544,0.5453,0.4465,0.7980,0.9963
0.9381,0.0721,0.9672,0.2574,0.9140,0.9343
0.3263,0.5880,0.7912,0.6874,0.7123,0.7913
0.0774,0.1301,0.3269,0.2916,0.9473,0.1797
0.5729,0.8096,0.0910,0.1895,0.2223,0.8248
0.2619,0.6120,0.7803,0.2532,0.8916,0.4556
0.7108,0.1620,0.3484,0.2337,0.0681,0.5834
0.5965,0.1977,0.1522,0.1935,0.3509,0.6283
0.7796,0.5540,0.8560,0.0434,0.4586,0.5772
0.9368,0.9200,0.0447,0.3994,0.1892,0.4719
0.2067,0.1875,0.7839,0.4303,0.1812,0.7170
0.8562,0.5120,0.9641,0.0157,0.9611,0.8760
0.4800,0.0418,0.3959,0.0693,0.6558,0.2158
0.6556,0.0066,0.3026,0.6437,0.4759,0.4685
0.5962,0.6331,0.2879,0.2512,0.7269,0.8730
0.4270,0.2040,0.4139,0.2865,0.1971,0.4464
0.3003,0.7362,0.2313,0.7831,0.5339,0.2095
0.6988,0.8111,0.7778,0.5053,0.9315,0.1818
0.0268,0.8562,0.2222,0.9530,0.0448,0.8025
0.7486,0.3759,0.6677,0.5549,0.7852,0.5146
0.6646,0.4413,0.6312,0.6367,0.7037,0.8169
0.8049,0.6090,0.8517,0.3058,0.6535,0.5452
0.7927,0.9479,0.1787,0.5901,0.1179,0.3283
0.8862,0.7569,0.7239,0.0138,0.1368,0.9054
0.7419,0.0874,0.4508,0.3581,0.4815,0.1834
0.3611,0.9073,0.0367,0.3326,0.1752,0.7673
0.3002,0.3886,0.4826,0.7984,0.0691,0.5187
0.8382,0.9234,0.1916,0.6272,0.3969,0.3456
0.5954,0.0119,0.3142,0.6765,0.2826,0.5274
0.3451,0.1601,0.1614,0.7386,0.7160,0.1480
0.7028,0.7114,0.1754,0.8445,0.2794,0.1448
0.5201,0.4905,0.5735,0.4339,0.3058,0.2618
0.9854,0.8743,0.8357,0.3116,0.0982,0.8957
0.5649,0.1230,0.1646,0.1806,0.7848,0.7648
0.6883,0.2597,0.0118,0.7319,0.5369,0.2122
0.5236,0.4604,0.9144,0.6764,0.8821,0.7215
0.2091,0.8295,0.6659,0.0954,0.2252,0.4732
0.3148,0.5319,0.1116,0.3571,0.4264,0.5137
0.3322,0.8988,0.4954,0.3459,0.8641,0.1682
0.4720,0.5625,0.4486,0.9179,0.6264,0.2187
0.4894,0.2208,0.3062,0.8641,0.6535,0.6271
0.0989,0.4677,0.8100,0.5513,0.6884,0.5244
0.4809,0.9756,0.1323,0.2992,0.5217,0.1417
0.6175,0.9895,0.8195,0.7721,0.4028,0.9351
0.2456,0.3515,0.7596,0.2751,0.8234,0.7962
0.9521,0.3255,0.2349,0.1088,0.6788,0.2645
0.1361,0.7715,0.1192,0.4719,0.3126,0.4415
0.1929,0.3656,0.5702,0.3593,0.4230,0.3894
0.7085,0.1943,0.7869,0.1374,0.9273,0.3097
0.1857,0.4831,0.9285,0.3270,0.8729,0.9153
0.8242,0.6032,0.5112,0.9845,0.0671,0.0267
0.4372,0.9244,0.8700,0.2684,0.7211,0.2220
0.2949,0.7712,0.4644,0.9589,0.8709,0.9531
0.2840,0.5270,0.7690,0.4077,0.6882,0.9096
0.4645,0.1279,0.8340,0.1348,0.6188,0.4171
0.9670,0.9406,0.4976,0.8127,0.2492,0.7960
0.6784,0.1337,0.2894,0.9451,0.7886,0.9472
0.4941,0.2220,0.1748,0.9223,0.9466,0.9900
0.2929,0.3578,0.2091,0.0268,0.5256,0.8496
0.0647,0.4516,0.6296,0.9118,0.8242,0.4351
0.0856,0.4277,0.9594,0.3437,0.7381,0.6586
0.3041,0.4383,0.0696,0.8133,0.0207,0.4174
0.8220,0.2998,0.1691,0.6315,0.3050,0.0323
0.0365,0.2960,0.9687,0.2866,0.6547,0.4819
0.4060,0.2327,0.9418,0.7009,0.2961,0.2028
0.7565,0.1326,0.3576,0.0312,0.0334,0.5759
0.2450,0.8572,0.9289,0.5734,0.0033,0.3636
0.5567,0.9815,0.8948,0.7161,0.2656,0.3116
0.1127,0.8195,0.0116,0.5439,0.9120,0.2941
0.0768,0.4687,0.3681,0.7335,0.0582,0.8248
0.8035,0.9797,0.2337,0.3481,0.6044,0.7685
0.5238,0.6376,0.5626,0.1454,0.9333,0.7145
0.9914,0.7251,0.5866,0.8366,0.8381,0.7424
0.6130,0.4398,0.6946,0.7782,0.9155,0.1403
0.2297,0.7422,0.9831,0.6642,0.9769,0.0212
0.0074,0.9421,0.6492,0.6098,0.7998,0.1576
0.8679,0.5671,0.2173,0.0466,0.4675,0.8704
0.8284,0.9637,0.5660,0.0577,0.1772,0.6442
0.5671,0.7384,0.5076,0.9646,0.9584,0.4751
0.6315,0.3212,0.9233,0.9421,0.7584,0.3715
0.6861,0.5225,0.1069,0.8763,0.6235,0.2170
0.2281,0.1400,0.4961,0.4367,0.0898,0.6631
0.9520,0.4680,0.1996,0.3713,0.1767,0.0987
0.2853,0.5608,0.1902,0.2828,0.5386,0.2107
0.4161,0.3266,0.9909,0.9116,0.3097,0.5786
0.2973,0.0888,0.0013,0.8133,0.1215,0.3570
0.1270,0.2748,0.4110,0.9816,0.8137,0.2109
0.0255,0.8655,0.1457,0.2396,0.5907,0.3553
0.6667,0.6232,0.8146,0.1794,0.6365,0.5124
0.1778,0.2885,0.7765,0.4158,0.1048,0.2264
0.9683,0.8045,0.9403,0.2606,0.7631,0.5353
0.9844,0.4157,0.7724,0.9777,0.9652,0.8879
0.7079,0.6447,0.8966,0.4876,0.1865,0.7533
0.8228,0.1529,0.1197,0.6431,0.2820,0.2383
0.0043,0.5310,0.6270,0.7859,0.1600,0.0056
0.7011,0.4682,0.6055,0.1643,0.4962,0.0340
0.2950,0.9188,0.8500,0.2964,0.4886,0.0266
0.7159,0.2743,0.9955,0.3998,0.2123,0.9713
0.8739,0.1001,0.2807,0.7245,0.5822,0.0981
0.4345,0.8689,0.1145,0.9340,0.3823,0.0131
0.1845,0.7406,0.2800,0.7331,0.3647,0.2671
0.2416,0.1557,0.3844,0.5064,0.7819,0.8651
0.8325,0.5448,0.6273,0.7407,0.5022,0.5125
0.6609,0.3066,0.4883,0.6099,0.7000,0.3378
0.3849,0.7024,0.0547,0.4361,0.2626,0.2515
0.2074,0.1720,0.3982,0.5281,0.1363,0.5748
0.9193,0.5950,0.3901,0.6380,0.7432,0.3126
0.6567,0.1836,0.9583,0.6301,0.6632,0.3248
0.7571,0.0899,0.8418,0.2227,0.3503,0.8290
0.1099,0.2840,0.2742,0.0619,0.8369,0.0241
0.6370,0.5133,0.3876,0.6575,0.0222,0.0327
0.0955,0.2250,0.9866,0.0130,0.5949,0.1430
0.3397,0.4871,0.6997,0.8280,0.7115,0.1312
0.4314,0.8334,0.5677,0.5499,0.6342,0.3194
0.9338,0.7948,0.7879,0.2068,0.7476,0.8627
0.1293,0.7660,0.2532,0.9293,0.4356,0.0786
0.1716,0.2430,0.7914,0.4377,0.0151,0.9840
0.7713,0.0464,0.6846,0.3241,0.9708,0.3649
0.1179,0.2980,0.8458,0.9613,0.5419,0.8872
0.7730,0.2240,0.1992,0.5975,0.0194,0.8677
0.7591,0.7546,0.3192,0.3022,0.4857,0.2381
0.0086,0.2161,0.1312,0.2111,0.5081,0.5552
0.9380,0.7856,0.6384,0.0912,0.3385,0.1961
0.2246,0.7401,0.9046,0.9484,0.3102,0.7487
0.4557,0.9609,0.8714,0.8640,0.1855,0.4788
0.6313,0.0822,0.8705,0.2096,0.1630,0.2781
0.2304,0.9229,0.6198,0.4748,0.5894,0.6199
0.0088,0.9379,0.9569,0.3562,0.6303,0.2631
0.8440,0.3530,0.7956,0.6106,0.5221,0.5061
0.3282,0.1697,0.2311,0.7401,0.6277,0.9689
0.8286,0.7129,0.1335,0.4558,0.3764,0.9664
0.2622,0.6511,0.5044,0.0362,0.8408,0.6661
0.0504,0.6859,0.7496,0.5655,0.3801,0.0238
0.2205,0.0551,0.2564,0.2268,0.1254,0.1988
0.0849,0.1022,0.8178,0.8127,0.8599,0.7106
0.9493,0.6707,0.3789,0.5102,0.7326,0.3779
0.5674,0.3727,0.4785,0.1048,0.0039,0.0336
0.0586,0.3523,0.4265,0.4743,0.6119,0.2782
0.9581,0.7418,0.9625,0.5671,0.4289,0.7333
0.4502,0.1345,0.9414,0.2662,0.1153,0.9882
0.7623,0.2012,0.6447,0.7118,0.3494,0.5384
0.4111,0.9535,0.3871,0.5215,0.2370,0.9780
0.1649,0.0317,0.0790,0.3232,0.4073,0.4833
0.5828,0.3226,0.4600,0.3707,0.6445,0.2818
0.3165,0.9540,0.7616,0.9684,0.7887,0.0315
0.3881,0.9017,0.4026,0.6756,0.7603,0.6905
0.4776,0.0914,0.2612,0.3013,0.9114,0.9648
0.5958,0.7587,0.3108,0.9978,0.8914,0.5030
0.2816,0.5958,0.2260,0.2349,0.4090,0.2537
0.7696,0.1784,0.5688,0.0143,0.2025,0.5114
0.2655,0.2577,0.8647,0.7003,0.3666,0.3812
0.7975,0.7192,0.3167,0.7323,0.2504,0.4266
0.8178,0.7750,0.7627,0.4591,0.5084,0.4316
0.3341,0.5220,0.4713,0.0639,0.5980,0.0005
0.6800,0.4700,0.3296,0.1809,0.8083,0.6093
0.2108,0.4839,0.1040,0.5595,0.0674,0.9141
0.7927,0.9228,0.0855,0.2110,0.0987,0.8641
0.6408,0.5474,0.7734,0.0346,0.7249,0.2894
0.5819,0.9093,0.8880,0.5293,0.3286,0.3045
0.6712,0.5429,0.4126,0.6572,0.7359,0.2368
0.1941,0.0198,0.6096,0.5637,0.0410,0.5238
0.0913,0.9280,0.4752,0.2624,0.9498,0.9912
0.7742,0.4957,0.5878,0.2520,0.4180,0.1282
0.3431,0.4573,0.6231,0.6141,0.1674,0.2264
0.4390,0.2357,0.6919,0.3792,0.7607,0.7943
0.6826,0.3635,0.7486,0.6919,0.0956,0.6834
0.0526,0.0614,0.5170,0.4207,0.1906,0.5237
0.9118,0.4595,0.6963,0.7917,0.6800,0.4778
0.7730,0.2204,0.6347,0.3581,0.3497,0.8508
0.1847,0.6968,0.3950,0.7419,0.5711,0.5991
0.2391,0.1727,0.6088,0.0374,0.1799,0.1616
0.3173,0.3521,0.7331,0.1827,0.1792,0.1661
0.6109,0.4122,0.8848,0.0545,0.0511,0.6426
0.4992,0.6229,0.6369,0.9686,0.3954,0.7359
0.6968,0.5072,0.1475,0.2310,0.6251,0.3081
0.5060,0.1106,0.2196,0.7342,0.2100,0.9885
0.5227,0.3922,0.8916,0.5471,0.7117,0.6910
0.7080,0.8981,0.1335,0.5120,0.8172,0.8953
0.3310,0.6138,0.4066,0.0755,0.2192,0.6940
0.8640,0.7608,0.8080,0.5513,0.1739,0.6349
0.9354,0.8641,0.1130,0.1825,0.0473,0.7806
0.5340,0.5154,0.0897,0.4891,0.3618,0.9784
0.9640,0.6749,0.8261,0.5448,0.7019,0.5769
0.9352,0.7868,0.3852,0.8701,0.6911,0.9853
0.4910,0.4849,0.8208,0.5027,0.8651,0.1398
0.3195,0.4525,0.9502,0.1124,0.0893,0.3226
0.4612,0.3826,0.7375,0.6478,0.0736,0.0686
0.5342,0.3770,0.3967,0.7980,0.2670,0.2686
0.7176,0.0481,0.6744,0.4365,0.9031,0.0392
0.8813,0.3285,0.8514,0.4206,0.9892,0.3452
0.1703,0.7723,0.7704,0.6048,0.5146,0.3966
0.9187,0.2431,0.6131,0.1887,0.0587,0.0602
0.1834,0.0634,0.6282,0.6704,0.9488,0.7197
0.2529,0.3531,0.8236,0.1174,0.1640,0.7031
0.5400,0.4003,0.1412,0.3143,0.8597,0.0503
0.9857,0.2552,0.1017,0.1889,0.2083,0.5501
0.5200,0.8234,0.8280,0.5886,0.7012,0.7517
0.7951,0.2869,0.0533,0.9657,0.4987,0.0272
0.7843,0.8192,0.6267,0.2965,0.9103,0.8094
0.3880,0.3796,0.1675,0.1682,0.6810,0.1832
0.4678,0.6812,0.2455,0.4943,0.2422,0.1160
0.7519,0.7081,0.4182,0.9404,0.7689,0.0664
0.5778,0.6395,0.0022,0.3620,0.2155,0.7468
0.5937,0.7039,0.4106,0.3497,0.9148,0.3411
0.1846,0.5601,0.5402,0.3026,0.7244,0.6869
0.9733,0.2422,0.8489,0.6767,0.8161,0.0840
0.7983,0.1810,0.0359,0.0258,0.1468,0.7815
0.7927,0.1737,0.7532,0.2406,0.0875,0.8818
0.4540,0.7855,0.8997,0.5902,0.9770,0.3695
0.1280,0.0039,0.4113,0.0983,0.9619,0.7470
0.1445,0.6110,0.4017,0.1052,0.7629,0.8833
0.2296,0.5621,0.2216,0.8573,0.1987,0.0641
0.7669,0.8365,0.2196,0.7701,0.7410,0.3066
0.5081,0.5477,0.2168,0.4650,0.9839,0.9385
0.5952,0.6597,0.6460,0.7380,0.0483,0.5192
0.8492,0.3338,0.9892,0.3831,0.0725,0.4500
0.1969,0.1148,0.1032,0.9142,0.0872,0.7908
0.2105,0.2633,0.2271,0.6678,0.5332,0.9604
0.2643,0.5868,0.6626,0.9443,0.9142,0.3188
0.8283,0.7209,0.5997,0.9027,0.9016,0.1975
0.6841,0.0344,0.8827,0.4016,0.0407,0.0184
0.6308,0.4650,0.7174,0.2937,0.2053,0.8076
0.1778,0.1683,0.5601,0.5875,0.4378,0.4460
0.3238,0.1205,0.6308,0.8128,0.0165,0.5535
0.7650,0.4504,0.9791,0.3670,0.4103,0.3057
0.4181,0.9322,0.5588,0.6114,0.4920,0.5256
0.1546,0.2263,0.1863,0.2132,0.6491,0.3530
0.2096,0.6528,0.8008,0.9882,0.1909,0.3343
0.6281,0.9112,0.1074,0.7047,0.2802,0.0569
0.6455,0.0074,0.0258,0.2124,0.4447,0.0926
0.7003,0.1004,0.1789,0.7822,0.8810,0.4689
0.9980,0.3066,0.0965,0.8982,0.5447,0.8364
0.8033,0.5284,0.6027,0.0685,0.7523,0.5952
0.8709,0.4700,0.5782,0.0220,0.7437,0.1225
0.8836,0.8446,0.1976,0.2927,0.4394,0.6424
0.0510,0.0247,0.4648,0.6352,0.0758,0.1298
0.5994,0.0367,0.4226,0.4680,0.6816,0.1048
0.1912,0.1759,0.2264,0.7252,0.6344,0.0925
0.8736,0.7191,0.4641,0.5100,0.6489,0.4804
0.9638,0.8403,0.7905,0.1674,0.0234,0.1256
0.5277,0.8821,0.1420,0.7202,0.1749,0.8010
0.6149,0.4304,0.5016,0.0861,0.0859,0.6485
0.1575,0.2450,0.2053,0.0086,0.7674,0.2371
0.0759,0.9734,0.4711,0.0030,0.6677,0.3169
0.8737,0.2811,0.2160,0.4279,0.4823,0.9114
0.8630,0.2842,0.0066,0.9147,0.5181,0.2947
0.4267,0.8304,0.3014,0.1391,0.6598,0.9773
0.5729,0.7071,0.2981,0.0626,0.0626,0.1725
0.9665,0.8978,0.3709,0.4917,0.3085,0.2764
0.4310,0.2496,0.4834,0.0568,0.2757,0.1901
0.1262,0.0123,0.8834,0.9167,0.3148,0.2571
0.7751,0.0851,0.1172,0.1205,0.8406,0.6201
0.1145,0.1812,0.8685,0.8531,0.6224,0.4013
0.4863,0.9921,0.2620,0.7862,0.5693,0.4354
0.9172,0.4205,0.1364,0.4013,0.8219,0.5187
0.4629,0.0495,0.4337,0.0118,0.5986,0.9301
0.1558,0.0024,0.8460,0.9255,0.5350,0.2149
0.7467,0.4562,0.0495,0.0962,0.6647,0.9885
0.4654,0.9331,0.6821,0.6538,0.7685,0.9779
0.1179,0.4277,0.3804,0.0491,0.6682,0.6567
0.1130,0.0903,0.3206,0.4434,0.7057,0.7354
0.1941,0.1173,0.8611,0.2642,0.1698,0.7118
0.8760,0.8040,0.7879,0.7588,0.6143,0.7116
0.4598,0.1942,0.6421,0.8640,0.3333,0.6649
0.7613,0.5350,0.1197,0.3922,0.3110,0.8705
0.9315,0.3655,0.4479,0.4424,0.4065,0.5256
0.4349,0.9045,0.4473,0.8505,0.7348,0.5134
0.1947,0.4778,0.3490,0.9168,0.9374,0.3308
0.1434,0.5143,0.5349,0.0564,0.4235,0.8590
0.7473,0.9673,0.8070,0.8962,0.3501,0.5301
0.7234,0.5823,0.7079,0.7435,0.5020,0.6714
0.4161,0.2281,0.5924,0.4557,0.1382,0.2867
0.8498,0.4277,0.0307,0.9792,0.0381,0.3414
0.4754,0.4106,0.1649,0.0074,0.1174,0.2527
0.9736,0.7083,0.2042,0.6720,0.6931,0.0456
0.7177,0.5510,0.0433,0.2688,0.4496,0.3362
0.9855,0.0299,0.1458,0.5537,0.5170,0.0398
0.7932,0.5945,0.3037,0.5083,0.6517,0.4862
0.3836,0.3496,0.0446,0.4071,0.2975,0.7271
0.1607,0.7513,0.5949,0.2795,0.7824,0.9154
0.4900,0.5745,0.3225,0.8347,0.4796,0.6284
0.6231,0.3096,0.6519,0.5520,0.2890,0.7478
0.1380,0.6012,0.1542,0.4821,0.8742,0.2771
0.1585,0.5006,0.1454,0.7472,0.7055,0.2375
0.2044,0.7345,0.0704,0.1240,0.4542,0.1609
0.2629,0.9849,0.9055,0.6570,0.2410,0.9830
0.4179,0.1196,0.6475,0.5583,0.1480,0.7640
0.9087,0.4640,0.0892,0.4551,0.5557,0.4361
0.8071,0.1316,0.4197,0.1962,0.3770,0.8030
0.7551,0.5618,0.6806,0.2481,0.0624,0.3810
0.0255,0.8542,0.7211,0.8318,0.8231,0.4605
0.1173,0.2305,0.4860,0.3507,0.0640,0.5298
0.5161,0.6716,0.7197,0.9162,0.7899,0.8829
0.7512,0.0319,0.3318,0.5898,0.0836,0.9605
0.1982,0.6456,0.2690,0.9270,0.0746,0.1279
0.2404,0.2084,0.8359,0.1862,0.7438,0.6888
